Date,.VIX,Federal Funds,.SPVXSPID,EUR=,.MRILT
1992-11-13,14.8,2.85,,,
1992-11-16,14.68,3.28,,,
1992-11-16,14.68,3.28,,,
1992-11-17,15.74,3.06,,,
1992-11-17,15.74,3.06,,,
1992-11-18,14.98,2.89,,,
1992-11-18,14.98,2.89,,,
1992-11-19,14.98,2.94,,,
1992-11-19,14.98,2.94,,,
1992-11-20,14.98,2.9,,,
1992-11-20,14.98,2.9,,,
1992-11-23,12.93,2.89,,,
1992-11-23,12.93,2.89,,,
1992-11-24,12.54,2.58,,,
1992-11-24,12.54,2.58,,,
1992-11-25,12.48,4.6,,,
1992-11-25,12.48,4.6,,,
1992-11-27,11.63,3.13,,,
1992-11-27,11.63,3.13,,,
1992-11-30,11.38,3.45,,,
1992-11-30,11.38,3.45,,,
1992-12-02,18.22,3.9,,,
1992-12-02,18.22,3.9,,,
1992-12-03,19.47,3.94,,,
1992-12-03,19.47,3.94,,,
1992-12-05,15.4,3.75,,,
1992-12-05,15.4,3.75,,,
1992-12-06,15.37,3.65,,,
1992-12-06,15.37,3.65,,,
1992-12-08,14.28,3.22,,,
1992-12-08,14.28,3.22,,,
1992-12-11,16.36,3.04,,,
1992-12-11,16.36,3.04,,,
1992-12-14,12.61,2.99,,,
1992-12-14,12.61,2.99,,,
1992-12-15,12.61,3.17,,,
1992-12-15,12.61,3.17,,,
1992-12-16,12.61,3.02,,,
1992-12-16,12.61,3.02,,,
1992-12-17,12.03,2.97,,,
1992-12-17,12.03,2.97,,,
1992-12-18,12.03,2.73,,,
1992-12-18,12.03,2.73,,,
1992-12-21,12.03,3.06,,,
1992-12-21,12.03,3.06,,,
1992-12-22,10.57,2.97,,,
1992-12-22,10.57,2.97,,,
1992-12-23,10.57,3.38,,,
1992-12-23,10.57,3.38,,,
1992-12-24,11.5,2.85,,,
1992-12-24,11.5,2.85,,,
1992-12-28,12.67,3.27,,,
1992-12-28,12.67,3.27,,,
1992-12-29,12.27,2.74,,,
1992-12-29,12.27,2.74,,,
1992-12-30,12.14,2.6,,,
1992-12-30,12.14,2.6,,,
1992-12-31,11.87,2.66,,,
1992-12-31,11.87,2.66,,,
1993-01-02,12.51,3.25,,,
1993-01-02,12.51,3.25,,,
1993-01-03,13.13,3.65,,,
1993-01-03,13.13,3.65,,,
1993-01-04,13.04,3.31,,,
1993-01-04,13.04,3.31,,,
1993-01-06,13.21,3.33,,,
1993-01-06,13.21,3.33,,,
1993-01-07,10.49,3.27,,,
1993-01-07,10.49,3.27,,,
1993-01-09,11.3,3.25,,,
1993-01-09,11.3,3.25,,,
1993-01-10,12.56,3.19,,,
1993-01-10,12.56,3.19,,,
1993-01-11,12.02,3.15,,,
1993-01-11,12.02,3.15,,,
1993-01-12,12.93,3.07,,,
1993-01-12,12.93,3.07,,,
1993-01-13,13.02,2.87,,,
1993-01-13,13.02,2.87,,,
1993-01-14,12.29,2.97,,,
1993-01-14,12.29,2.97,,,
1993-01-15,11.9,2.96,,,
1993-01-15,11.9,2.96,,,
1993-01-19,11.64,3.35,,,
1993-01-19,11.64,3.35,,,
1993-01-20,12.21,3.56,,,
1993-01-20,12.21,3.56,,,
1993-01-21,12.41,3.05,,,
1993-01-21,12.41,3.05,,,
1993-01-22,11.63,2.86,,,
1993-01-22,11.63,2.86,,,
1993-01-25,11.42,3.06,,,
1993-01-25,11.42,3.06,,,
1993-01-26,11.08,2.96,,,
1993-01-26,11.08,2.96,,,
1993-01-27,11.66,2.94,,,
1993-01-27,11.66,2.94,,,
1993-01-28,12.08,2.97,,,
1993-01-28,12.08,2.97,,,
1993-01-29,12.49,3.02,,,
1993-01-29,12.49,3.02,,,
1993-02-02,12.47,3.18,,,
1993-02-02,12.47,3.18,,,
1993-02-03,13.76,3.19,,,
1993-02-03,13.76,3.19,,,
1993-02-04,14.27,3.13,,,
1993-02-04,14.27,3.13,,,
1993-02-06,13.59,3.12,,,
1993-02-06,13.59,3.12,,,
1993-02-07,11.6,2.96,,,
1993-02-07,11.6,2.96,,,
1993-02-08,11.81,3.26,,,
1993-02-08,11.81,3.26,,,
1993-02-09,11.91,3.03,,,
1993-02-09,11.91,3.03,,,
1993-02-11,11.68,3.02,,,
1993-02-11,11.68,3.02,,,
1993-02-12,14.22,3.04,,,
1993-02-12,14.22,3.04,,,
1993-02-16,13.44,3.59,,,
1993-02-16,13.44,3.59,,,
1993-02-17,15.96,3.09,,,
1993-02-17,15.96,3.09,,,
1993-02-18,14.69,2.98,,,
1993-02-18,14.69,2.98,,,
1993-02-19,15.74,2.86,,,
1993-02-19,15.74,2.86,,,
1993-02-22,15.03,2.96,,,
1993-02-22,15.03,2.96,,,
1993-02-23,15.1,2.91,,,
1993-02-23,15.1,2.91,,,
1993-02-24,14.0,2.91,,,
1993-02-24,14.0,2.91,,,
1993-02-25,12.99,3.03,,,
1993-02-25,12.99,3.03,,,
1993-02-26,13.47,3.18,,,
1993-02-26,13.47,3.18,,,
1993-03-02,11.98,3.56,,,
1993-03-02,11.98,3.56,,,
1993-03-03,13.14,3.29,,,
1993-03-03,13.14,3.29,,,
1993-03-05,13.25,3.03,,,
1993-03-05,13.25,3.03,,,
1993-03-06,13.67,3.03,,,
1993-03-06,13.67,3.03,,,
1993-03-08,10.95,3.06,,,
1993-03-08,10.95,3.06,,,
1993-03-09,11.56,2.94,,,
1993-03-09,11.56,2.94,,,
1993-03-11,11.72,2.98,,,
1993-03-11,11.72,2.98,,,
1993-03-12,13.34,2.96,,,
1993-03-12,13.34,2.96,,,
1993-03-15,15.01,3.16,,,
1993-03-15,15.01,3.16,,,
1993-03-16,13.05,2.72,,,
1993-03-16,13.05,2.72,,,
1993-03-17,15.06,3.58,,,
1993-03-17,15.06,3.58,,,
1993-03-18,14.33,3.03,,,
1993-03-18,14.33,3.03,,,
1993-03-19,14.33,2.88,,,
1993-03-19,14.33,2.88,,,
1993-03-22,13.97,2.99,,,
1993-03-22,13.97,2.99,,,
1993-03-23,12.71,2.93,,,
1993-03-23,12.71,2.93,,,
1993-03-24,12.23,2.92,,,
1993-03-24,12.23,2.92,,,
1993-03-25,12.71,3.05,,,
1993-03-25,12.71,3.05,,,
1993-03-26,10.66,3.04,,,
1993-03-26,10.66,3.04,,,
1993-03-29,13.04,3.34,,,
1993-03-29,13.04,3.34,,,
1993-03-30,12.58,2.91,,,
1993-03-30,12.58,2.91,,,
1993-03-31,12.29,3.83,,,
1993-03-31,12.29,3.83,,,
1993-04-01,12.96,3.6,,,
1993-04-01,12.96,3.6,,,
1993-04-02,11.86,3.08,,,
1993-04-02,11.86,3.08,,,
1993-04-03,12.52,3.1,,,
1993-04-03,12.52,3.1,,,
1993-04-05,13.05,2.94,,,
1993-04-05,13.05,2.94,,,
1993-04-06,12.96,2.98,,,
1993-04-06,12.96,2.98,,,
1993-04-08,10.92,3.14,,,
1993-04-08,10.92,3.14,,,
1993-04-10,13.27,3.11,,,
1993-04-10,13.27,3.11,,,
1993-04-11,13.52,2.99,,,
1993-04-11,13.52,2.99,,,
1993-04-13,12.59,2.98,,,
1993-04-13,12.59,2.98,,,
1993-04-14,12.33,3.03,,,
1993-04-14,12.33,3.03,,,
1993-04-15,11.96,3.15,,,
1993-04-15,11.96,3.15,,,
1993-04-16,11.11,2.84,,,
1993-04-16,11.11,2.84,,,
1993-04-19,11.11,2.94,,,
1993-04-19,11.11,2.94,,,
1993-04-20,11.82,2.84,,,
1993-04-20,11.82,2.84,,,
1993-04-21,12.41,2.95,,,
1993-04-21,12.41,2.95,,,
1993-04-22,11.58,2.97,,,
1993-04-22,11.58,2.97,,,
1993-04-23,13.2,2.85,,,
1993-04-23,13.2,2.85,,,
1993-04-26,14.06,2.99,,,
1993-04-26,14.06,2.99,,,
1993-04-27,15.39,2.72,,,
1993-04-27,15.39,2.72,,,
1993-04-28,15.39,2.88,,,
1993-04-28,15.39,2.88,,,
1993-04-29,13.24,2.94,,,
1993-04-29,13.24,2.94,,,
1993-04-30,11.26,3.01,,,
1993-04-30,11.26,3.01,,,
1993-05-01,12.99,3.33,,,
1993-05-01,12.99,3.33,,,
1993-05-02,12.56,2.87,,,
1993-05-02,12.56,2.87,,,
1993-05-03,13.2,3.02,,,
1993-05-03,13.2,3.02,,,
1993-05-04,14.43,3.15,,,
1993-05-04,14.43,3.15,,,
1993-05-05,12.12,2.9,,,
1993-05-05,12.12,2.9,,,
1993-05-08,11.94,3.05,,,
1993-05-08,11.94,3.05,,,
1993-05-10,13.15,3.04,,,
1993-05-10,13.15,3.04,,,
1993-05-11,14.57,2.95,,,
1993-05-11,14.57,2.95,,,
1993-05-13,14.63,2.97,,,
1993-05-13,14.63,2.97,,,
1993-05-14,14.63,2.94,,,
1993-05-14,14.63,2.94,,,
1993-05-17,14.85,3.34,,,
1993-05-17,14.85,3.34,,,
1993-05-18,14.52,2.97,,,
1993-05-18,14.52,2.97,,,
1993-05-19,14.46,2.94,,,
1993-05-19,14.46,2.94,,,
1993-05-20,14.46,2.97,,,
1993-05-20,14.46,2.97,,,
1993-05-21,14.16,2.96,,,
1993-05-21,14.16,2.96,,,
1993-05-24,14.16,3.15,,,
1993-05-24,14.16,3.15,,,
1993-05-25,13.73,3.21,,,
1993-05-25,13.73,3.21,,,
1993-05-26,13.2,3.26,,,
1993-05-26,13.2,3.26,,,
1993-05-27,13.58,3.11,,,
1993-05-27,13.58,3.11,,,
1993-05-28,13.21,3.02,,,
1993-05-28,13.21,3.02,,,
1993-06-01,12.88,3.62,,,
1993-06-01,12.88,3.62,,,
1993-06-04,13.73,2.97,,,
1993-06-04,13.73,2.97,,,
1993-06-05,12.83,2.88,,,
1993-06-05,12.83,2.88,,,
1993-06-07,13.0,3.19,,,
1993-06-07,13.0,3.19,,,
1993-06-08,12.18,2.96,,,
1993-06-08,12.18,2.96,,,
1993-06-10,13.07,2.98,,,
1993-06-10,13.07,2.98,,,
1993-06-12,14.5,2.97,,,
1993-06-12,14.5,2.97,,,
1993-06-14,12.32,3.06,,,
1993-06-14,12.32,3.06,,,
1993-06-15,12.32,3.14,,,
1993-06-15,12.32,3.14,,,
1993-06-16,12.32,3.04,,,
1993-06-16,12.32,3.04,,,
1993-06-17,12.85,3.02,,,
1993-06-17,12.85,3.02,,,
1993-06-18,11.73,2.91,,,
1993-06-18,11.73,2.91,,,
1993-06-21,12.57,3.03,,,
1993-06-21,12.57,3.03,,,
1993-06-22,11.67,2.98,,,
1993-06-22,11.67,2.98,,,
1993-06-23,11.24,3.24,,,
1993-06-23,11.24,3.24,,,
1993-06-24,12.91,3.02,,,
1993-06-24,12.91,3.02,,,
1993-06-25,12.15,2.96,,,
1993-06-25,12.15,2.96,,,
1993-06-28,12.13,3.08,,,
1993-06-28,12.13,3.08,,,
1993-06-29,11.46,3.0,,,
1993-06-29,11.46,3.0,,,
1993-06-30,11.22,3.92,,,
1993-06-30,11.22,3.92,,,
1993-07-01,12.9,3.25,,,
1993-07-01,12.9,3.25,,,
1993-07-04,13.75,2.93,,,
1993-07-04,13.75,2.93,,,
1993-07-05,12.93,2.83,,,
1993-07-05,12.93,2.83,,,
1993-07-06,12.76,3.14,,,
1993-07-06,12.76,3.14,,,
1993-07-07,13.43,3.39,,,
1993-07-07,13.43,3.39,,,
1993-07-09,11.8,3.11,,,
1993-07-09,11.8,3.11,,,
1993-07-10,12.65,2.95,,,
1993-07-10,12.65,2.95,,,
1993-07-12,14.76,2.67,,,
1993-07-12,14.76,2.67,,,
1993-07-13,9.18,2.99,,,
1993-07-13,9.18,2.99,,,
1993-07-14,9.18,2.97,,,
1993-07-14,9.18,2.97,,,
1993-07-15,10.94,3.13,,,
1993-07-15,10.94,3.13,,,
1993-07-16,10.66,2.97,,,
1993-07-16,10.66,2.97,,,
1993-07-19,11.44,3.13,,,
1993-07-19,11.44,3.13,,,
1993-07-20,11.1,3.08,,,
1993-07-20,11.1,3.08,,,
1993-07-21,12.05,3.36,,,
1993-07-21,12.05,3.36,,,
1993-07-22,11.94,3.12,,,
1993-07-22,11.94,3.12,,,
1993-07-23,11.15,2.99,,,
1993-07-23,11.15,2.99,,,
1993-07-26,11.65,3.11,,,
1993-07-26,11.65,3.11,,,
1993-07-27,11.87,3.01,,,
1993-07-27,11.87,3.01,,,
1993-07-28,11.87,2.98,,,
1993-07-28,11.87,2.98,,,
1993-07-29,11.54,3.04,,,
1993-07-29,11.54,3.04,,,
1993-07-30,11.54,3.07,,,
1993-07-30,11.54,3.07,,,
1993-08-01,13.75,2.93,,,
1993-08-01,13.75,2.93,,,
1993-08-02,13.15,2.94,,,
1993-08-02,13.15,2.94,,,
1993-08-03,15.0,3.06,,,
1993-08-03,15.0,3.06,,,
1993-08-04,12.33,2.94,,,
1993-08-04,12.33,2.94,,,
1993-08-06,15.22,2.72,,,
1993-08-06,15.22,2.72,,,
1993-08-07,11.19,3.09,,,
1993-08-07,11.19,3.09,,,
1993-08-09,12.26,3.02,,,
1993-08-09,12.26,3.02,,,
1993-08-10,12.65,2.87,,,
1993-08-10,12.65,2.87,,,
1993-08-11,16.12,3.04,,,
1993-08-11,16.12,3.04,,,
1993-08-12,14.2,2.87,,,
1993-08-12,14.2,2.87,,,
1993-08-13,12.8,3.0,,,
1993-08-13,12.8,3.0,,,
1993-08-16,12.37,3.34,,,
1993-08-16,12.37,3.34,,,
1993-08-17,11.78,3.1,,,
1993-08-17,11.78,3.1,,,
1993-08-18,12.06,3.02,,,
1993-08-18,12.06,3.02,,,
1993-08-19,12.07,3.02,,,
1993-08-19,12.07,3.02,,,
1993-08-20,11.29,2.95,,,
1993-08-20,11.29,2.95,,,
1993-08-23,12.36,3.01,,,
1993-08-23,12.36,3.01,,,
1993-08-24,11.94,2.95,,,
1993-08-24,11.94,2.95,,,
1993-08-25,11.78,3.03,,,
1993-08-25,11.78,3.03,,,
1993-08-26,11.85,3.06,,,
1993-08-26,11.85,3.06,,,
1993-08-27,11.85,2.99,,,
1993-08-27,11.85,2.99,,,
1993-08-30,11.34,3.11,,,
1993-08-30,11.34,3.11,,,
1993-08-31,12.55,3.19,,,
1993-08-31,12.55,3.19,,,
1993-09-02,13.63,2.9,,,
1993-09-02,13.63,2.9,,,
1993-09-03,14.02,2.98,,,
1993-09-03,14.02,2.98,,,
1993-09-06,15.74,2.92,,,
1993-09-06,15.74,2.92,,,
1993-09-07,11.28,2.96,,,
1993-09-07,11.28,2.96,,,
1993-09-08,12.15,3.04,,,
1993-09-08,12.15,3.04,,,
1993-09-09,13.38,2.99,,,
1993-09-09,13.38,2.99,,,
1993-09-11,13.92,2.95,,,
1993-09-11,13.92,2.95,,,
1993-09-12,11.58,2.94,,,
1993-09-12,11.58,2.94,,,
1993-09-13,11.67,3.05,,,
1993-09-13,11.67,3.05,,,
1993-09-14,13.49,3.0,,,
1993-09-14,13.49,3.0,,,
1993-09-15,13.49,3.38,,,
1993-09-15,13.49,3.38,,,
1993-09-16,13.49,3.1,,,
1993-09-16,13.49,3.1,,,
1993-09-17,11.32,2.99,,,
1993-09-17,11.32,2.99,,,
1993-09-20,13.66,3.38,,,
1993-09-20,13.66,3.38,,,
1993-09-21,14.57,3.23,,,
1993-09-21,14.57,3.23,,,
1993-09-22,14.78,3.14,,,
1993-09-22,14.78,3.14,,,
1993-09-23,13.47,3.06,,,
1993-09-23,13.47,3.06,,,
1993-09-24,12.58,2.99,,,
1993-09-24,12.58,2.99,,,
1993-09-27,12.76,3.16,,,
1993-09-27,12.76,3.16,,,
1993-09-28,11.91,3.08,,,
1993-09-28,11.91,3.08,,,
1993-09-29,12.0,3.1,,,
1993-09-29,12.0,3.1,,,
1993-09-30,13.08,3.99,,,
1993-09-30,13.08,3.99,,,
1993-10-02,13.58,2.88,,,
1993-10-02,13.58,2.88,,,
1993-10-03,14.63,2.96,,,
1993-10-03,14.63,2.96,,,
1993-10-05,13.42,2.99,,,
1993-10-05,13.42,2.99,,,
1993-10-06,13.59,3.01,,,
1993-10-06,13.59,3.01,,,
1993-10-08,11.97,2.96,,,
1993-10-08,11.97,2.96,,,
1993-10-09,12.16,2.94,,,
1993-10-09,12.16,2.94,,,
1993-10-11,13.18,2.91,,,
1993-10-11,13.18,2.91,,,
1993-10-12,12.62,2.9,,,
1993-10-12,12.62,2.9,,,
1993-10-13,10.62,2.85,,,
1993-10-13,10.62,2.85,,,
1993-10-14,12.35,2.99,,,
1993-10-14,12.35,2.99,,,
1993-10-15,12.35,2.97,,,
1993-10-15,12.35,2.97,,,
1993-10-18,12.27,3.03,,,
1993-10-18,12.27,3.03,,,
1993-10-19,11.73,2.94,,,
1993-10-19,11.73,2.94,,,
1993-10-20,11.2,2.91,,,
1993-10-20,11.2,2.91,,,
1993-10-21,10.7,2.94,,,
1993-10-21,10.7,2.94,,,
1993-10-22,10.75,2.95,,,
1993-10-22,10.75,2.95,,,
1993-10-25,11.67,3.17,,,
1993-10-25,11.67,3.17,,,
1993-10-26,10.04,3.03,,,
1993-10-26,10.04,3.03,,,
1993-10-27,10.04,2.82,,,
1993-10-27,10.04,2.82,,,
1993-10-28,11.95,3.04,,,
1993-10-28,11.95,3.04,,,
1993-10-29,11.95,3.03,,,
1993-10-29,11.95,3.03,,,
1993-11-01,13.27,3.06,,,
1993-11-01,13.27,3.06,,,
1993-11-02,13.05,2.97,,,
1993-11-02,13.05,2.97,,,
1993-11-03,13.97,3.0,,,
1993-11-03,13.97,3.0,,,
1993-11-05,13.62,2.98,,,
1993-11-05,13.62,2.98,,,
1993-11-06,13.35,2.93,,,
1993-11-06,13.35,2.93,,,
1993-11-08,12.36,2.92,,,
1993-11-08,12.36,2.92,,,
1993-11-11,13.25,2.91,,,
1993-11-11,13.25,2.91,,,
1993-11-15,13.79,3.23,,,
1993-11-15,13.79,3.23,,,
1993-11-16,15.03,3.02,,,
1993-11-16,15.03,3.02,,,
1993-11-17,15.69,2.99,,,
1993-11-17,15.69,2.99,,,
1993-11-18,15.44,2.99,,,
1993-11-18,15.44,2.99,,,
1993-11-19,14.99,2.94,,,
1993-11-19,14.99,2.94,,,
1993-11-22,16.2,3.05,,,
1993-11-22,16.2,3.05,,,
1993-11-23,16.2,2.94,,,
1993-11-23,16.2,2.94,,,
1993-11-24,16.2,3.03,,,
1993-11-24,16.2,3.03,,,
1993-11-26,13.3,3.09,,,
1993-11-26,13.3,3.09,,,
1993-11-29,13.39,3.12,,,
1993-11-29,13.39,3.12,,,
1993-11-30,13.39,3.16,,,
1993-11-30,13.39,3.16,,,
1993-12-01,11.82,2.91,,,
1993-12-01,11.82,2.91,,,
1993-12-02,13.58,2.95,,,
1993-12-02,13.58,2.95,,,
1993-12-03,15.6,2.93,,,
1993-12-03,15.6,2.93,,,
1993-12-04,12.33,3.11,,,
1993-12-04,12.33,3.11,,,
1993-12-05,12.98,2.95,,,
1993-12-05,12.98,2.95,,,
1993-12-07,9.18,3.12,,,
1993-12-07,9.18,3.12,,,
1993-12-08,12.22,2.97,,,
1993-12-08,12.22,2.97,,,
1993-12-10,14.64,3.07,,,
1993-12-10,14.64,3.07,,,
1993-12-11,14.47,3.03,,,
1993-12-11,14.47,3.03,,,
1993-12-13,9.7,2.96,,,
1993-12-13,9.7,2.96,,,
1993-12-14,10.71,2.95,,,
1993-12-14,10.71,2.95,,,
1993-12-15,11.49,3.06,,,
1993-12-15,11.49,3.06,,,
1993-12-16,11.15,3.03,,,
1993-12-16,11.15,3.03,,,
1993-12-17,11.67,2.94,,,
1993-12-17,11.67,2.94,,,
1993-12-20,11.11,3.03,,,
1993-12-20,11.11,3.03,,,
1993-12-21,10.53,2.97,,,
1993-12-21,10.53,2.97,,,
1993-12-22,10.03,3.08,,,
1993-12-22,10.03,3.08,,,
1993-12-23,9.5,3.05,,,
1993-12-23,9.5,3.05,,,
1993-12-27,9.5,3.11,,,
1993-12-27,9.5,3.11,,,
1993-12-28,9.81,2.98,,,
1993-12-28,9.81,2.98,,,
1993-12-29,10.11,2.85,,,
1993-12-29,10.11,2.85,,,
1993-12-30,10.32,2.82,,,
1993-12-30,10.32,2.82,,,
1993-12-31,10.59,2.85,,,
1993-12-31,10.59,2.85,,,
1994-01-02,10.81,3.25,,,
1994-01-02,10.81,3.25,,,
1994-01-03,12.58,3.31,,,
1994-01-03,12.58,3.31,,,
1994-01-06,13.16,4.33,,,
1994-01-06,13.16,4.33,,,
1994-01-07,14.89,3.82,,,
1994-01-07,14.89,3.82,,,
1994-01-08,11.71,4.34,,,
1994-01-08,11.71,4.34,,,
1994-01-09,12.17,4.76,,,
1994-01-09,12.17,4.76,,,
1994-01-11,14.61,4.76,,,
1994-01-11,14.61,4.76,,,
1994-01-12,15.49,5.49,,,
1994-01-12,15.49,5.49,,,
1994-01-13,12.75,2.94,,,
1994-01-13,12.75,2.94,,,
1994-01-14,11.14,2.95,,,
1994-01-14,11.14,2.95,,,
1994-01-18,11.7,3.97,,,
1994-01-18,11.7,3.97,,,
1994-01-19,11.74,3.2,,,
1994-01-19,11.74,3.2,,,
1994-01-20,11.81,2.97,,,
1994-01-20,11.81,2.97,,,
1994-01-21,10.9,2.91,,,
1994-01-21,10.9,2.91,,,
1994-01-24,11.59,3.04,,,
1994-01-24,11.59,3.04,,,
1994-01-25,10.94,3.04,,,
1994-01-25,10.94,3.04,,,
1994-01-26,11.76,3.04,,,
1994-01-26,11.76,3.04,,,
1994-01-27,10.69,3.0,,,
1994-01-27,10.69,3.0,,,
1994-01-28,9.86,2.98,,,
1994-01-28,9.86,2.98,,,
1994-01-31,9.86,3.68,,,
1994-01-31,9.86,3.68,,,
1994-02-02,10.54,3.31,,,
1994-02-02,10.54,3.31,,,
1994-02-03,17.82,3.24,,,
1994-02-03,17.82,3.24,,,
1994-02-05,14.42,3.86,,,
1994-02-05,14.42,3.86,,,
1994-02-06,12.77,4.25,,,
1994-02-06,12.77,4.25,,,
1994-02-08,10.91,4.21,,,
1994-02-08,10.91,4.21,,,
1994-02-09,11.21,4.72,,,
1994-02-09,11.21,4.72,,,
1994-02-11,15.28,4.67,,,
1994-02-11,15.28,4.67,,,
1994-02-12,16.11,5.42,,,
1994-02-12,16.11,5.42,,,
1994-02-14,14.25,3.35,,,
1994-02-14,14.25,3.35,,,
1994-02-15,14.15,3.49,,,
1994-02-15,14.15,3.49,,,
1994-02-16,13.12,3.34,,,
1994-02-16,13.12,3.34,,,
1994-02-17,12.75,3.3,,,
1994-02-17,12.75,3.3,,,
1994-02-18,13.97,3.21,,,
1994-02-18,13.97,3.21,,,
1994-02-22,14.95,3.33,,,
1994-02-22,14.95,3.33,,,
1994-02-23,14.95,3.25,,,
1994-02-23,14.95,3.25,,,
1994-02-24,15.54,3.25,,,
1994-02-24,15.54,3.25,,,
1994-02-25,15.01,3.23,,,
1994-02-25,15.01,3.23,,,
1994-02-28,15.01,3.49,,,
1994-02-28,15.01,3.49,,,
1994-03-01,11.28,3.15,,,
1994-03-01,11.28,3.15,,,
1994-03-02,10.63,3.12,,,
1994-03-02,10.63,3.12,,,
1994-03-03,15.99,3.26,,,
1994-03-03,15.99,3.26,,,
1994-03-05,13.03,3.81,,,
1994-03-05,13.03,3.81,,,
1994-03-06,13.28,4.16,,,
1994-03-06,13.28,4.16,,,
1994-03-08,11.42,4.25,,,
1994-03-08,11.42,4.25,,,
1994-03-10,15.69,4.83,,,
1994-03-10,15.69,4.83,,,
1994-03-11,14.32,4.71,,,
1994-03-11,14.32,4.71,,,
1994-03-14,14.77,3.3,,,
1994-03-14,14.77,3.3,,,
1994-03-15,14.49,3.25,,,
1994-03-15,14.49,3.25,,,
1994-03-16,15.35,3.05,,,
1994-03-16,15.35,3.05,,,
1994-03-17,13.23,3.24,,,
1994-03-17,13.23,3.24,,,
1994-03-18,13.74,3.22,,,
1994-03-18,13.74,3.22,,,
1994-03-21,14.5,3.36,,,
1994-03-21,14.5,3.36,,,
1994-03-22,13.94,3.44,,,
1994-03-22,13.94,3.44,,,
1994-03-23,11.88,3.47,,,
1994-03-23,11.88,3.47,,,
1994-03-24,12.22,3.49,,,
1994-03-24,12.22,3.49,,,
1994-03-25,13.4,3.53,,,
1994-03-25,13.4,3.53,,,
1994-03-28,15.69,3.53,,,
1994-03-28,15.69,3.53,,,
1994-03-29,13.66,3.45,,,
1994-03-29,13.66,3.45,,,
1994-03-30,17.11,3.36,,,
1994-03-30,17.11,3.36,,,
1994-03-31,18.5,4.18,,,
1994-03-31,18.5,4.18,,,
1994-04-01,12.87,3.03,,,
1994-04-01,12.87,3.03,,,
1994-04-02,10.71,3.19,,,
1994-04-02,10.71,3.19,,,
1994-04-03,15.65,3.25,,,
1994-04-03,15.65,3.25,,,
1994-04-04,18.5,3.62,,,
1994-04-04,18.5,3.62,,,
1994-04-05,13.77,3.78,,,
1994-04-05,13.77,3.78,,,
1994-04-08,11.5,4.28,,,
1994-04-08,11.5,4.28,,,
1994-04-10,14.08,4.78,,,
1994-04-10,14.08,4.78,,,
1994-04-11,14.99,4.66,,,
1994-04-11,14.99,4.66,,,
1994-04-13,15.97,3.43,,,
1994-04-13,15.97,3.43,,,
1994-04-14,17.13,3.49,,,
1994-04-14,17.13,3.49,,,
1994-04-15,15.54,3.51,,,
1994-04-15,15.54,3.51,,,
1994-04-18,16.08,3.7,,,
1994-04-18,16.08,3.7,,,
1994-04-19,16.69,3.71,,,
1994-04-19,16.69,3.71,,,
1994-04-20,16.8,3.71,,,
1994-04-20,16.8,3.71,,,
1994-04-21,16.43,3.7,,,
1994-04-21,16.43,3.7,,,
1994-04-22,14.16,3.7,,,
1994-04-22,14.16,3.7,,,
1994-04-25,15.19,3.78,,,
1994-04-25,15.19,3.78,,,
1994-04-26,14.19,3.42,,,
1994-04-26,14.19,3.42,,,
1994-04-28,13.23,3.66,,,
1994-04-28,13.23,3.66,,,
1994-04-29,13.05,3.73,,,
1994-04-29,13.05,3.73,,,
1994-05-01,12.87,3.46,,,
1994-05-01,12.87,3.46,,,
1994-05-04,21.63,3.6,,,
1994-05-04,21.63,3.6,,,
1994-05-05,13.62,3.77,,,
1994-05-05,13.62,3.77,,,
1994-05-07,14.84,4.37,,,
1994-05-07,14.84,4.37,,,
1994-05-08,12.85,4.28,,,
1994-05-08,12.85,4.28,,,
1994-05-10,16.26,4.77,,,
1994-05-10,16.26,4.77,,,
1994-05-12,15.88,5.4,,,
1994-05-12,15.88,5.4,,,
1994-05-13,15.55,3.84,,,
1994-05-13,15.55,3.84,,,
1994-05-16,14.85,4.29,,,
1994-05-16,14.85,4.29,,,
1994-05-17,14.67,4.27,,,
1994-05-17,14.67,4.27,,,
1994-05-18,13.1,4.26,,,
1994-05-18,13.1,4.26,,,
1994-05-19,12.09,4.23,,,
1994-05-19,12.09,4.23,,,
1994-05-20,11.89,4.21,,,
1994-05-20,11.89,4.21,,,
1994-05-23,13.26,4.28,,,
1994-05-23,13.26,4.28,,,
1994-05-24,12.59,4.19,,,
1994-05-24,12.59,4.19,,,
1994-05-25,13.01,4.24,,,
1994-05-25,13.01,4.24,,,
1994-05-26,12.46,4.23,,,
1994-05-26,12.46,4.23,,,
1994-05-27,12.84,4.19,,,
1994-05-27,12.84,4.19,,,
1994-05-31,13.39,4.6,,,
1994-05-31,13.39,4.6,,,
1994-06-01,11.47,3.08,,,
1994-06-01,11.47,3.08,,,
1994-06-04,16.84,3.48,,,
1994-06-04,16.84,3.48,,,
1994-06-05,15.11,3.78,,,
1994-06-05,15.11,3.78,,,
1994-06-06,11.78,4.17,,,
1994-06-06,11.78,4.17,,,
1994-06-07,15.12,5.02,,,
1994-06-07,15.12,5.02,,,
1994-06-09,11.5,4.81,,,
1994-06-09,11.5,4.81,,,
1994-06-10,15.65,4.77,,,
1994-06-10,15.65,4.77,,,
1994-06-12,15.8,5.07,,,
1994-06-12,15.8,5.07,,,
