Date,.RUA,ACWX.O,.SPCBMICUSRE,AGG,.MERH0A0,.BCOM
2019-07-23,1765.6107,47.09,333.5261,111.2,1361.791,79.4026
2019-07-24,1776.4253,47.07,333.6503,111.36,1363.484,79.3244
2019-07-25,1765.5743,46.66,331.8682,111.19,1364.294,78.9962
2019-07-26,1779.4838,46.77,333.0897,111.21,1365.567,78.7409
2019-07-29,1775.2771,46.75,334.8768,111.26,1365.938,79.0108
2019-07-30,1773.0448,46.32,336.1993,111.25,1364.467,79.0834
2019-07-31,1754.6548,45.95,334.1263,111.3,1365.851,78.9631
2019-08-01,1737.4916,45.55,333.4148,111.91,1364.377,77.0081
2019-08-02,1723.3098,45.21,334.7431,111.95,1360.688,77.2259
2019-08-05,1671.7713,43.95,328.0694,112.44,1351.069,76.7648
2019-08-06,1693.3645,44.32,331.3635,112.74,1353.651,76.4699
2019-08-07,1695.0992,44.48,334.79,112.68,1350.084,75.9747
2019-08-08,1727.6818,44.99,339.8388,112.79,1356.541,77.0403
2019-08-09,1714.9695,44.71,339.3936,112.64,1356.12,77.4239
2019-08-12,1693.7678,44.2,338.1514,113.05,1355.462,76.825
2019-08-13,1717.7234,44.71,338.7267,112.89,1358.015,77.589
2019-08-14,1667.5829,43.46,333.8947,113.24,1351.516,76.8568
2019-08-15,1670.5188,43.62,336.7213,113.76,1351.758,76.7023
2019-08-16,1695.9167,44.16,340.2818,113.67,1354.094,76.7728
2019-08-19,1715.4599,44.45,342.9523,113.37,1357.674,76.6591
2019-08-20,1702.4676,44.3,339.6138,113.68,1359.219,76.6926
2019-08-21,1716.5625,44.7,340.6017,113.62,1363.478,76.798
2019-08-22,1715.407,44.44,342.5037,113.32,1365.344,76.4193
2019-08-23,1670.7438,43.87,337.3085,113.78,1363.99,76.0653
2019-08-26,1688.4414,44.2,339.8973,113.73,1364.894,76.3498
2019-08-27,1681.1665,44.2,338.5093,114.09,1366.649,76.5842
2019-08-28,1692.3691,44.22,339.8202,114.1,1368.138,77.1685
2019-08-29,1714.4267,44.62,343.0104,114.03,1370.515,77.4875
2019-08-30,1715.2445,44.85,343.6527,114.13,1371.137,77.0044
2019-09-02,,,343.6527,,1371.659,
2019-09-03,1701.978,44.7,346.4238,113.84,1369.225,77.0083
2019-09-04,1720.1235,45.33,349.4375,114.04,1371.078,78.4199
2019-09-05,1742.903,45.7,347.2211,113.55,1373.43,78.0326
2019-09-06,1743.6114,45.83,348.7106,113.67,1374.656,77.8857
2019-09-09,1744.3778,45.95,348.6189,113.19,1376.413,78.451
2019-09-10,1746.2621,45.99,345.8774,112.58,1377.639,78.7577
2019-09-11,1761.0649,46.32,346.8557,112.6,1377.249,78.205
2019-09-12,1765.3219,46.59,347.366,112.42,1378.216,78.5686
2019-09-13,1763.898,46.75,343.4682,111.75,1376.664,78.6973
2019-09-16,1760.6966,46.45,346.6504,112.05,1380.294,81.3979
2019-09-17,1764.5019,46.54,349.553,112.22,1380.218,79.8979
2019-09-18,1763.7812,46.47,348.2697,112.35,1379.66,79.5077
2019-09-19,1763.2768,46.53,348.4504,112.51,1380.482,79.3975
2019-09-20,1755.3105,46.45,348.3751,112.92,1380.513,79.1971
2019-09-23,1755.214,46.39,349.0574,112.97,1380.731,79.8663
2019-09-24,1738.6765,46.16,348.5009,113.28,1380.569,79.3596
2019-09-25,1750.1915,46.04,349.9504,112.81,1377.625,78.9079
2019-09-26,1744.5312,46.16,353.1146,113.0,1377.048,78.6349
2019-09-27,1733.9999,45.87,351.4749,113.14,1375.823,78.34
2019-09-30,1742.6953,46.05,351.4635,113.17,1375.528,77.7797
2019-10-01,1720.1188,45.66,348.1141,113.12,1374.585,77.8662
2019-10-02,1691.049,44.83,347.112,113.2,1368.677,77.5202
2019-10-03,1704.4923,45.19,350.5228,113.64,1367.349,77.7387
2019-10-04,1727.8672,45.55,352.4988,113.82,1369.509,77.9329
2019-10-07,1720.8462,45.37,351.7489,113.51,1370.212,77.7125
2019-10-08,1693.2837,44.92,349.9232,113.55,1367.795,77.8811
2019-10-09,1708.2246,45.28,350.3745,113.49,1369.396,77.9236
2019-10-10,1718.3717,45.66,350.4553,113.1,1370.273,77.9441
2019-10-11,1738.62,46.36,350.3722,112.73,1373.397,78.8301
2019-10-14,1735.8236,46.22,350.3894,112.92,1374.113,78.5847
2019-10-15,1752.9612,46.69,351.4215,112.55,1376.195,78.4063
2019-10-16,1748.8955,46.75,351.7538,112.75,1377.447,78.3348
2019-10-17,1755.153,46.87,352.7533,112.72,1378.536,78.5809
2019-10-18,1748.0666,46.78,355.0231,112.8,1378.767,78.6672
2019-10-21,1760.19,47.14,358.1775,112.49,1379.578,78.2463
2019-10-22,1753.8533,47.05,357.5253,112.66,1379.787,78.4737
2019-10-23,1758.3934,47.16,358.4301,112.75,1380.444,79.0092
2019-10-24,1762.6192,47.3,358.4809,112.78,1381.344,79.3472
2019-10-25,1770.3168,47.35,354.9924,112.62,1382.652,79.4979
2019-10-28,1780.6469,47.6,353.5877,112.38,1383.313,79.4811
2019-10-29,1779.6176,47.48,354.349,112.39,1383.153,79.6003
2019-10-30,1784.629,47.7,356.8241,112.71,1381.333,79.5986
2019-10-31,1778.2008,47.47,356.0096,113.15,1378.722,79.2367
2019-11-01,1796.7665,47.99,355.947,112.93,1380.554,80.2596
2019-11-04,1803.436,48.29,353.745,112.65,1383.88,80.6335
2019-11-05,1801.5076,48.33,347.642,112.23,1383.086,80.7201
2019-11-06,1801.3518,48.29,348.4662,112.4,1381.829,80.1525
2019-11-07,1806.3178,48.49,344.7311,111.87,1381.795,80.0187
2019-11-08,1811.4459,48.35,343.522,111.81,1380.927,79.9057
2019-11-11,1808.4795,48.19,344.0491,111.83,1381.649,79.0293
2019-11-12,1811.0501,48.14,340.8658,111.95,1381.455,79.0303
2019-11-13,1811.7633,47.92,343.8074,112.15,1380.182,78.9618
2019-11-14,1813.4032,47.84,346.3519,112.47,1379.686,78.9189
2019-11-15,1827.1067,48.2,348.0128,112.41,1379.982,79.0884
2019-11-18,1827.7111,48.19,349.8521,112.62,1379.869,78.3215
2019-11-19,1827.8889,48.15,350.4285,112.7,1377.748,77.8584
2019-11-20,1821.7456,47.88,349.3759,112.97,1376.252,78.2804
2019-11-21,1817.8786,47.83,344.3884,112.81,1375.711,78.6081
2019-11-22,1821.9857,47.9,343.9996,112.87,1376.356,78.7265
2019-11-25,1837.9156,48.24,345.3191,112.98,1378.801,78.5582
2019-11-26,1842.1824,48.21,349.3923,113.14,1380.766,78.6606
2019-11-27,1850.2211,48.35,351.4956,113.0,1382.161,78.3376
2019-11-28,,,351.4956,,1382.399,
2019-11-29,1842.0474,47.94,349.739,112.86,1382.249,77.1108
2019-12-02,1825.5308,47.71,344.3286,112.49,1381.414,77.1353
2019-12-03,1814.4063,47.51,346.4337,113.0,1380.334,77.3437
2019-12-04,1825.4817,47.94,347.6232,112.81,1383.846,77.8463
2019-12-05,1827.7606,47.95,347.595,112.68,1384.901,78.11
2019-12-06,1844.4393,48.29,348.2145,112.52,1388.169,78.2393
2019-12-09,1838.5703,48.11,348.8155,112.58,1389.36,78.1409
2019-12-10,1836.7263,48.19,347.1225,112.54,1391.08,78.5158
2019-12-11,1841.2487,48.53,342.2298,112.84,1392.779,78.3297
2019-12-12,1856.2826,48.99,336.6279,112.36,1396.448,79.0736
2019-12-13,1855.7476,49.24,335.8461,112.81,1399.531,79.4136
2019-12-16,1869.3116,48.82,337.8899,112.58,1402.375,80.1912
2019-12-17,1870.4795,48.79,334.9297,112.59,1405.236,80.293
2019-12-18,1870.2904,48.82,337.8646,112.37,1408.237,80.1387
2019-12-19,1878.6526,48.84,340.0238,112.3,1408.712,80.3466
2019-12-20,1887.8241,48.85,341.6646,112.32,1409.113,80.3939
2019-12-23,1889.4734,48.97,339.4925,112.24,1409.711,80.2219
2019-12-24,1889.6344,48.92,340.2287,112.38,1409.807,80.6645
2019-12-25,,,340.2287,,,
2019-12-26,1898.2389,49.13,341.9188,112.48,1410.479,81.2675
2019-12-27,1897.239,49.22,343.1928,112.63,1411.069,81.3512
2019-12-30,1886.6598,48.92,342.7776,112.63,1411.362,81.392
2019-12-31,1892.2478,49.12,345.2119,112.37,1411.387,80.8871
2020-01-01,,,345.2119,,,
2020-01-02,1906.5037,49.72,339.4588,112.68,1413.289,81.0008
2020-01-03,1894.5279,49.08,343.0221,113.01,1414.286,81.3663
2020-01-06,1900.9036,49.2,343.579,112.92,1415.421,81.643
2020-01-07,1896.0088,49.1,339.8333,112.8,1416.346,81.5737
2020-01-08,1905.0223,49.23,341.0309,112.67,1416.389,80.5801
2020-01-09,1916.7141,49.36,340.4641,112.79,1416.954,80.4546
2020-01-10,1911.284,49.3,342.8434,112.98,1417.959,80.7052
2020-01-13,1925.2163,49.73,346.5346,112.91,1419.053,80.2913
2020-01-14,1923.6302,49.68,345.1695,113.01,1420.178,80.3484
2020-01-15,1927.3261,49.57,348.2171,113.18,1421.023,80.0304
2020-01-16,1944.2356,49.83,351.8062,113.18,1421.894,79.6115
2020-01-17,1949.866,50.0,352.0772,113.05,1422.097,79.817
2020-01-20,,,352.0772,,1422.819,
2020-01-21,1944.3265,49.39,355.4777,113.37,1421.733,79.2079
2020-01-22,1945.0382,49.57,352.8197,113.43,1421.251,78.6737
2020-01-23,1947.1347,49.39,355.6876,113.58,1418.26,78.2283
2020-01-24,1929.1172,49.1,354.495,113.79,1416.084,77.3191
2020-01-27,1899.6203,47.97,352.5791,114.14,1407.357,76.2333
2020-01-28,1918.6595,48.39,353.759,114.04,1412.977,76.3192
2020-01-29,1916.5287,48.42,353.166,114.3,1414.516,75.8597
2020-01-30,1922.2523,48.23,352.9376,114.31,1411.519,75.1402
2020-01-31,1888.0318,47.44,348.7299,114.65,1411.447,74.8374
2020-02-03,1903.6315,47.57,349.6944,114.37,1412.625,74.0774
2020-02-04,1933.0795,48.47,353.3352,113.99,1415.39,74.1003
2020-02-05,1952.6694,48.89,353.161,113.82,1418.193,74.7409
2020-02-06,1957.7709,49.02,354.71,113.89,1420.635,74.9629
2020-02-07,1946.3543,48.52,354.2976,114.22,1420.325,74.755
2020-02-10,1960.487,48.66,358.3032,114.35,1420.645,74.1987
2020-02-11,1965.1812,49.0,358.2467,114.21,1424.816,74.3843
2020-02-12,1977.9903,49.36,359.511,114.09,1426.416,75.1566
2020-02-13,1976.2216,48.93,361.644,114.17,1427.154,75.3197
2020-02-14,1979.5204,48.91,365.8435,114.29,1427.345,75.3841
2020-02-17,,,365.8435,,1428.066,
2020-02-18,1974.665,48.58,365.9404,114.44,1427.358,76.1062
2020-02-19,1984.2588,48.83,360.3788,114.41,1428.901,76.5688
2020-02-20,1978.5459,48.43,365.4674,114.67,1429.077,76.2138
2020-02-21,1957.6374,48.18,366.7804,114.9,1428.237,76.2509
2020-02-24,1892.9976,46.4,361.7481,115.27,1417.918,74.9013
2020-02-25,1834.5854,45.73,351.0909,115.47,1414.544,74.2102
2020-02-26,1824.7381,45.88,347.4232,115.35,1411.769,73.6315
2020-02-27,1745.7065,44.55,328.4478,115.37,1399.113,72.5776
2020-02-28,1730.3131,44.28,320.3965,116.22,1389.093,70.9799
2020-03-02,1805.714,44.99,332.8291,115.94,1396.034,72.4728
2020-03-03,1756.9556,44.7,331.4877,116.73,1404.365,73.1911
2020-03-04,1828.1338,45.76,344.1735,116.64,1411.606,73.2289
2020-03-05,1766.3697,44.67,336.074,117.0,1403.197,72.6831
2020-03-06,1735.0133,44.02,330.575,117.86,1383.25,70.7933
2020-03-09,1598.8518,40.5,304.6399,117.71,1333.309,67.8483
2020-03-10,1674.5741,42.1,316.9132,116.38,1337.706,69.2967
2020-03-11,1589.4903,40.0,295.7796,114.72,1321.698,68.3
2020-03-12,1435.9408,35.55,264.9916,110.13,1278.047,66.1642
2020-03-13,1564.6589,37.9,287.1793,111.86,1282.366,65.3051
2020-03-16,1371.973,33.75,232.9406,113.73,1237.614,62.5747
2020-03-17,1451.4075,35.57,245.4009,110.79,1226.309,62.0086
2020-03-18,1366.6202,33.17,219.4193,106.57,1183.484,59.4795
2020-03-19,1382.8431,33.67,222.9,108.95,1152.975,61.4271
2020-03-20,1324.7994,33.42,214.0883,110.03,1147.083,61.0998
2020-03-23,1288.0432,32.8,205.0127,112.64,1121.206,62.0083
2020-03-24,1409.8774,35.55,223.5669,113.57,1132.921,63.7663
2020-03-25,1429.247,36.98,235.6363,114.73,1152.686,63.9846
2020-03-26,1517.5699,38.45,250.4752,115.08,1191.626,63.3252
2020-03-27,1466.3584,37.02,252.5492,115.57,1208.838,62.7145
2020-03-30,1512.3866,37.62,254.4184,115.68,1218.436,62.0639
2020-03-31,1489.5729,37.65,249.5941,115.37,1226.174,61.8577
2020-04-01,1420.266,35.85,231.7012,114.73,1210.31,60.2898
2020-04-02,1449.5164,36.7,229.6118,114.9,1206.531,61.5486
2020-04-03,1425.069,35.95,225.657,114.98,1196.355,62.1957
2020-04-06,1527.2075,37.84,244.2544,115.54,1201.002,62.818
2020-04-07,1526.5409,38.11,247.863,115.7,1216.869,63.2193
2020-04-08,1581.1307,38.45,263.0733,115.81,1220.847,63.1471
2020-04-09,1609.0656,39.09,279.397,117.25,1259.475,63.4759
2020-04-10,,,279.397,,,
2020-04-13,1590.318,38.82,266.9496,116.7,1276.517,63.3847
2020-04-14,1637.8336,39.54,274.8124,116.76,1289.409,63.0517
2020-04-15,1599.4793,38.4,262.3157,117.24,1282.512,61.9659
2020-04-16,1607.0302,38.45,257.5673,117.39,1283.498,62.0546
2020-04-17,1653.164,39.41,266.5645,117.25,1291.958,62.0936
2020-04-20,1625.0704,38.93,255.7036,117.08,1286.054,61.978
2020-04-21,1575.4996,38.01,251.6861,117.14,1269.973,59.5078
2020-04-22,1610.5398,38.82,254.5263,117.14,1270.094,60.6816
2020-04-23,1611.4648,38.67,252.0762,117.42,1268.632,60.7754
2020-04-24,1634.1249,39.01,253.6848,117.36,1262.533,60.2394
2020-04-27,1663.3525,39.6,263.2877,116.82,1261.545,59.5528
2020-04-28,1657.1749,39.83,267.3529,117.28,1263.145,59.6414
2020-04-29,1705.3231,40.89,274.0053,117.36,1268.684,59.8758
2020-04-30,1684.9548,40.05,269.633,117.1,1272.773,60.8983
2020-05-01,1635.593,39.04,260.0601,116.87,1269.224,60.7066
2020-05-04,1643.2031,39.15,258.2399,116.97,1267.259,60.9709
2020-05-05,1658.6069,39.28,259.0949,116.88,1274.823,62.3085
2020-05-06,1647.921,39.06,254.2092,116.41,1276.313,61.4607
2020-05-07,1669.0856,39.55,258.6171,116.77,1279.229,61.9955
2020-05-08,1700.5233,40.22,264.8168,116.46,1281.574,62.32
2020-05-11,1700.0346,40.21,259.6696,116.11,1281.51,61.7826
2020-05-12,1662.8076,39.74,246.7019,116.41,1287.558,61.5521
2020-05-13,1630.3695,39.44,240.3762,116.6,1281.538,60.6226
2020-05-14,1648.6127,39.27,241.5699,116.96,1273.058,61.2871
2020-05-15,1656.808,39.17,240.4885,117.03,1272.208,61.659
2020-05-18,1713.0707,40.68,256.0564,116.86,1286.815,63.028
2020-05-19,1694.892,40.23,253.2341,116.99,1290.772,63.2376
2020-05-20,1724.9672,40.92,255.6996,117.29,1300.52,63.6046
2020-05-21,1713.7277,40.51,255.9699,117.38,1305.176,63.0139
2020-05-22,1718.6642,40.19,257.7626,117.44,1306.932,62.74
2020-05-25,,,257.7626,,1307.607,
2020-05-26,1742.4354,41.22,268.8005,117.25,1320.737,63.3501
2020-05-27,1770.1636,41.65,273.2492,117.42,1325.935,62.6696
2020-05-28,1763.2186,41.86,273.3868,117.34,1331.761,62.7703
2020-05-29,1771.3716,41.89,269.4705,117.65,1330.753,63.5353
2020-06-01,1780.5214,42.82,276.1383,117.37,1334.902,63.5116
2020-06-02,1795.2466,43.41,278.4097,117.47,1345.309,63.7825
2020-06-03,1822.1788,44.34,288.9499,117.18,1358.957,63.9011
2020-06-04,1816.0883,44.09,287.3764,116.83,1360.428,64.3526
2020-06-05,1864.2229,44.92,299.6306,116.9,1375.004,64.6941
2020-06-08,1889.6736,45.47,307.9885,117.03,1378.95,64.6415
2020-06-09,1871.6712,44.93,301.7904,117.18,1374.065,64.7268
2020-06-10,1858.5416,44.91,292.4392,117.66,1370.642,65.0033
2020-06-11,1746.6994,42.57,273.9021,117.46,1350.44,64.0925
2020-06-12,1771.0639,43.34,284.2162,117.58,1354.318,63.7057
2020-06-15,1788.9745,42.88,287.5251,117.97,1352.899,63.6461
2020-06-16,1822.9472,43.37,294.0825,117.74,1371.758,63.9419
2020-06-17,1814.9059,43.55,289.0343,117.64,1371.45,64.0727
2020-06-18,1816.4022,43.41,286.4596,117.76,1366.201,64.1194
2020-06-19,1806.3905,43.26,278.6273,117.8,1365.995,64.5736
2020-06-22,1818.3437,43.76,279.0541,117.77,1365.365,64.832
2020-06-23,1825.6548,44.06,277.6217,117.75,1366.208,64.7104
2020-06-24,1776.5652,43.12,270.6089,117.73,1357.687,63.7083
2020-06-25,1797.5233,43.54,274.4351,117.87,1352.96,63.4476
2020-06-26,1754.873,42.94,269.1913,118.01,1348.854,63.2194
2020-06-29,1781.4928,43.28,273.6919,118.11,1343.332,64.2432
2020-06-30,1809.2494,43.24,276.1602,118.21,1343.958,64.9762
2020-07-01,1817.4207,43.48,283.1129,118.05,1347.998,65.1837
2020-07-02,1825.9747,44.1,281.8448,118.19,1354.799,65.6325
2020-07-03,,,281.8448,,1355.031,
2020-07-06,1854.4591,45.14,280.8271,118.18,1361.874,66.1801
2020-07-07,1833.9915,44.43,274.0788,118.36,1362.573,66.5414
2020-07-08,1849.5536,45.03,273.6874,118.32,1361.776,66.7927
2020-07-09,1838.0848,44.68,271.2519,118.63,1359.718,66.3463
2020-07-10,1858.0946,44.93,272.5318,118.49,1358.76,66.636
2020-07-13,1836.8461,44.64,270.4033,118.48,1364.057,66.4895
2020-07-14,1861.8007,45.1,272.1932,118.67,1362.546,66.176
2020-07-15,1883.6486,45.56,275.7189,118.68,1371.0,66.6653
2020-07-16,1876.1684,45.18,271.4548,118.76,1372.787,66.4732
2020-07-17,1882.5816,45.39,275.2674,118.88,1374.956,66.4947
2020-07-20,1899.0247,45.7,270.3952,119.01,1381.289,66.3101
2020-07-21,1902.4958,45.95,271.8824,119.08,1390.399,67.2868
2020-07-22,1913.316,45.95,277.4261,119.18,1394.068,67.7392
2020-07-23,1891.1245,45.56,275.7524,119.32,1395.667,68.1245
2020-07-24,1877.0431,45.4,273.6432,119.28,1395.827,68.1503
2020-07-27,1893.1003,46.07,276.0829,119.2,1397.638,68.5025
2020-07-28,1879.666,45.74,281.7997,119.28,1397.907,68.531
2020-07-29,1905.6252,46.31,287.4272,119.42,1402.559,68.9933
2020-07-30,1899.1735,45.74,287.0081,119.51,1405.292,68.2531
2020-07-31,1909.8923,44.98,287.082,119.56,1408.173,68.6767
2020-08-03,1926.5448,45.62,283.5779,119.4,1411.285,69.9049
2020-08-04,1933.7168,46.02,288.0708,119.63,1411.247,70.5438
2020-08-05,1948.2503,46.29,287.0901,119.4,1415.598,71.1918
2020-08-06,1958.0381,46.37,287.7786,119.57,1415.794,71.3393
2020-08-07,1959.4834,45.95,291.7385,119.43,1416.333,70.4501
2020-08-10,1963.8836,46.08,293.0001,119.32,1416.621,70.9032
2020-08-11,1948.2876,46.14,288.68,118.99,1417.894,69.8914
2020-08-12,1974.4763,47.03,291.1618,118.75,1415.325,70.2701
2020-08-13,1972.225,46.85,286.4892,118.31,1412.293,70.8373
2020-08-14,1971.3425,46.62,286.6552,118.2,1408.916,70.8064
2020-08-17,1979.627,47.03,289.463,118.36,1408.576,72.0179
2020-08-18,1982.4871,47.03,287.4006,118.53,1409.634,72.4739
2020-08-19,1973.8923,46.72,282.0239,118.35,1410.162,72.3346
2020-08-20,1980.2881,46.58,285.5666,118.56,1409.559,71.7823
2020-08-21,1984.9872,46.45,285.3753,118.68,1410.178,71.4586
2020-08-24,2003.6668,47.05,288.4372,118.63,1414.296,71.6534
2020-08-25,2010.6215,47.19,289.0055,118.38,1417.984,72.0165
2020-08-26,2029.4204,47.44,285.5272,118.36,1418.973,72.2972
2020-08-27,2033.837,47.03,290.2429,117.95,1420.177,72.6157
2020-08-28,2047.8066,47.43,291.8309,118.11,1421.205,73.1354
2020-08-31,2045.0118,46.85,288.643,118.37,1422.03,73.315
2020-09-01,2062.4438,47.18,288.6402,118.42,1423.722,73.5024
2020-09-02,2089.8267,47.56,293.9545,118.66,1426.425,72.8335
2020-09-03,2014.8521,46.52,290.9401,118.69,1424.19,72.2969
2020-09-04,1997.8784,46.55,290.4269,118.1,1419.538,72.3908
2020-09-07,,,290.4269,,,
2020-09-08,1940.9869,45.88,286.213,118.23,1415.51,71.3958
2020-09-09,1980.1537,46.7,288.4793,118.22,1417.547,71.704
2020-09-10,1947.5404,46.1,284.8286,118.23,1418.077,71.489
2020-09-11,1946.9798,46.51,282.8447,118.37,1416.341,71.5564
2020-09-14,1977.2242,46.93,290.2014,118.38,1417.003,71.7452
2020-09-15,1988.4146,47.26,292.1925,118.39,1418.373,71.7964
2020-09-16,1981.529,47.23,293.3843,118.33,1420.653,72.2976
2020-09-17,1964.5981,47.2,288.6157,118.36,1418.906,72.3869
2020-09-18,1945.7194,46.81,282.2172,118.22,1418.264,72.9672
2020-09-21,1922.2878,45.92,272.8471,118.24,1408.441,71.158
2020-09-22,1941.2141,45.875,276.1296,118.33,1406.414,70.9965
2020-09-23,1893.6793,45.3,267.6767,118.08,1404.14,70.7668
2020-09-24,1897.835,45.25,268.8477,118.09,1396.495,70.866
2020-09-25,1929.6958,45.36,274.1288,118.13,1395.964,70.687
2020-09-28,1962.1572,46.04,281.0992,118.23,1401.587,70.9886
2020-09-29,1953.0455,45.93,277.4283,118.25,1402.733,70.2685
2020-09-30,1968.0933,45.99,277.7266,118.06,1407.206,70.8516
2020-10-01,1982.8389,46.37,284.5389,118.02,1409.458,70.2483
2020-10-02,1966.3703,46.14,290.1188,117.9,1408.279,69.8026
2020-10-05,2003.3227,46.83,291.6478,117.52,1414.76,71.0452
2020-10-06,1978.2971,46.46,290.5179,117.62,1420.083,71.3957
2020-10-07,2013.4355,46.9,290.751,117.54,1420.792,71.8011
2020-10-08,2029.8932,47.28,296.0659,117.69,1424.208,72.1571
2020-10-09,2047.3559,47.59,294.3111,117.72,1426.377,73.2507
2020-10-12,2077.6818,47.87,295.8476,117.95,1427.073,72.7782
2020-10-13,2066.5425,47.46,290.3926,117.98,1429.668,72.5698
2020-10-14,2053.2471,47.35,286.616,118.05,1429.067,72.9956
2020-10-15,2051.9911,46.91,287.743,117.95,1424.214,73.4361
2020-10-16,2051.0579,47.07,284.8666,117.89,1426.508,73.384
2020-10-19,2019.5136,46.88,280.092,117.75,1427.975,73.5685
2020-10-20,2027.2641,47.19,282.1103,117.65,1428.373,73.9302
2020-10-21,2020.3628,47.04,281.6275,117.51,1427.918,74.1266
2020-10-22,2033.0755,47.06,283.9298,117.3,1428.016,73.8375
2020-10-23,2040.8853,47.3,285.3149,117.47,1429.16,73.5659
2020-10-26,2002.7387,46.53,280.4522,117.63,1424.929,73.2292
2020-10-27,1995.9534,46.38,275.0874,117.9,1423.745,73.584
2020-10-28,1928.0133,45.1,268.2145,117.73,1413.883,72.1367
2020-10-29,1950.1321,45.33,271.6987,117.52,1414.115,71.6138
2020-10-30,1923.6998,45.05,270.1301,117.2,1413.755,71.8436
2020-11-30,2154.2909,50.73,298.5215,118.42,1470.376,74.3612
2020-12-01,2176.6766,51.74,302.2544,117.84,1473.671,74.5522
2020-12-02,2179.1279,51.79,300.6486,117.71,1475.798,74.4985
2020-12-03,2181.5741,52.06,303.7267,117.91,1479.544,74.0674
2020-12-04,2204.0847,52.52,309.0911,117.59,1482.503,74.2999
2020-12-07,2202.1466,52.26,306.3238,117.77,1484.201,73.9416
2020-12-08,2210.9411,52.41,305.0053,117.78,1485.301,73.6746
2020-12-09,2190.5193,52.31,303.3387,117.61,1484.708,73.9481
2020-12-10,2193.511,52.59,301.5831,117.9,1484.791,74.8882
2020-12-11,2189.5056,52.34,301.3526,118.03,1484.306,74.8682
2020-12-14,2182.8333,51.78,299.6601,117.96,1486.191,75.1855
2020-12-15,2212.4875,52.34,306.9397,118.03,1486.824,75.7082
2020-12-16,2215.1758,52.53,306.7083,117.98,1487.483,76.0205
2020-12-17,2232.1713,52.92,309.512,117.85,1488.667,76.859
2020-12-18,2227.0019,52.65,302.3653,117.79,1489.369,77.3211
2020-12-21,2220.0951,52.01,300.5973,117.79,1485.15,76.9651
2020-12-22,2220.3684,51.83,303.2919,117.96,1487.201,76.5528
2020-12-23,2222.6493,52.36,300.7966,117.88,1488.917,77.0301
2020-12-24,2228.6285,52.29,303.484,117.99,1489.881,77.0269
2020-12-25,,,303.484,,,
2020-12-28,2240.8486,52.6,305.7335,118.01,1495.816,76.5046
2020-12-29,2232.0085,53.04,302.9012,118.03,1496.525,77.1093
2020-12-30,2237.7598,53.3,304.0927,118.1,1497.476,77.5922
2020-12-31,2248.4369,53.04,306.7853,118.19,1498.421,78.0543
2021-01-01,,,306.7853,,,
2021-01-04,2215.4226,53.32,295.5966,118.04,1498.022,78.6378
2021-01-05,2233.6974,54.1,295.6091,117.92,1498.307,80.3327
2021-01-06,2252.3454,54.33,297.6856,117.34,1499.905,80.2747
2021-01-07,2288.4372,54.62,296.3064,117.22,1501.005,80.3132
2021-01-08,2299.2986,55.36,298.7689,117.08,1501.868,79.6586
2021-01-11,2286.5171,54.64,294.7929,116.89,1499.922,79.4886
2021-01-12,2293.0051,54.96,295.8824,116.99,1498.461,80.6256
2021-01-13,2295.1438,54.92,300.6167,117.36,1500.516,80.6141
2021-01-14,2292.0149,55.37,302.641,117.13,1503.053,81.2161
2021-01-15,2273.8761,54.58,306.0225,117.25,1503.92,80.4577
2021-01-18,,,306.0225,,1504.62,
2021-01-19,2293.2403,55.11,304.4274,117.41,1505.734,80.0501
2021-01-20,2322.8692,55.69,310.5872,117.42,1508.174,80.3019
2021-01-21,2320.774,55.77,308.6389,117.25,1508.424,80.2898
2021-01-22,2317.2579,55.39,309.4625,117.25,1505.03,79.1128
2021-01-25,2323.2101,55.48,311.0691,117.55,1505.751,79.9765
2021-01-26,2315.7114,55.39,313.7169,117.51,1506.098,80.4799
2021-01-27,2256.1315,54.07,308.4976,117.52,1503.357,80.4518
2021-01-28,2278.6873,54.43,310.5276,117.44,1505.227,79.9919
2021-01-29,2236.3683,53.19,306.8629,117.31,1503.923,80.0981
2021-02-01,2274.5383,54.11,312.9093,117.23,1505.01,81.5962
2021-02-02,2307.5774,54.73,314.1091,117.05,1507.467,81.2652
2021-02-03,2309.9385,54.92,313.8582,116.91,1510.511,81.8088
2021-02-04,2337.4955,54.94,315.7714,116.86,1512.595,81.9778
2021-02-05,2350.1713,55.34,317.146,116.71,1514.712,82.4711
2021-02-08,2371.839,55.67,318.8313,116.83,1516.739,83.5421
2021-02-09,2371.6969,56.06,320.3583,116.88,1517.766,83.7736
2021-02-10,2370.6715,56.03,322.9461,116.99,1518.704,83.5314
2021-02-11,2375.9489,56.45,323.8779,116.85,1519.481,83.4745
2021-02-12,2387.3734,56.69,323.4592,116.58,1519.178,84.0621
2021-02-15,,,323.4592,,1519.875,
2021-02-16,2383.7209,57.0,320.9953,116.03,1519.543,85.0496
2021-02-17,2379.5607,56.82,320.4574,116.26,1518.906,85.2003
2021-02-18,2366.0863,56.36,318.6145,116.2,1518.023,85.2395
2021-02-19,2369.1395,56.64,319.9663,115.84,1518.459,85.3002
2021-02-22,2347.0549,56.02,323.0801,115.48,1517.155,86.6999
2021-02-23,2346.8387,56.13,326.7008,115.51,1516.163,86.6185
2021-02-24,2373.8254,56.17,329.4763,115.47,1516.335,87.5827
